@relation _home_supun_Documents_wekafiles_Camel_case_final_cc_nocase

@attribute tokens string
@attribute klass {Non_Flakey,Flakey}

@data
'create  Client  clear  create  Stage  assert  Equals  poll  actor.add  Reminder(\"bla\"   0   20   Time  Unit.  MILLISECONDS).join();  actor  1  bind  assert  Null  stop  bla  add  Reminder  I  Actor  Time  Unit  stage2  join  reminders  Received  get  Reference  persisted  Timer  Test  stage1  frontend  createClient  clear  createStage  assertEquals  poll   actor.addReminder(\"bla\"  0  20  TimeUnit.MILLISECONDS).join();  actor  1  bind  assertNull  stop  bla  addReminder  IActor  TimeUnit  stage2  join  remindersReceived  getReference  persistedTimerTest  stage1  frontend',Flakey
'add  p@ssw0rd  credential1  Passwords  don\'t  match  run  assert  Equals  set  Conf  rc  contains  set  Password  Reader  -provider  passwords  shell  assert  True  test  Prompt  For  Credential  With  Empty  Passwd  args1  create  jceks  Provider  to  String  out  Content  add  p@ssw0rd  credential1  Passwords don\'t match  run  assertEquals  setConf  rc  contains  setPasswordReader  -provider  passwords  shell  assertTrue  testPromptForCredentialWithEmptyPasswd  args1  create  jceksProvider  toString  outContent',Non_Flakey
'add  Node  def  Expected  to  catch  an  exception  but  did  not  encounter  any  test  Fork  Join  Failure  three  two  get  Cause  Make  sure  the  message  contains  the  nodes  involved  in  the  invalid  transition  to  end  node  end  as  List  we  invoke  Fork  Join  get  Error  Code  assert  True  dummy  Conf  end  f  one  get  Message  j  assert  Equals  k  kill  node  three  fail  contains  f->(2 3)  2->j  3->end  ex  parser  test  Wf  <worklfow-app/>  Error  Code  Arrays  addNode  def  Expected to catch an exception but did not encounter any  testForkJoinFailure  three  two  getCause   Make sure the message contains the nodes involved in the invalid transition to end  node end  asList  we  invokeForkJoin  getErrorCode  assertTrue  dummyConf  end  f  one  getMessage  j  assertEquals  k  kill  node three  fail  contains          f->(2 3)        2->j        3->end        ex  parser  testWf  <worklfow-app/>  ErrorCode  Arrays',Flakey
'store  Password  get  Resource  to  Char  Array  server  Socket  new  Single  Thread  Executor  Executors  server  Ssl  Context  get  Server  Socket  Factory  Assert  bind  assert  Not  Null  nopassword  client  Principal  create  Time  Unit  SSL  Context  Builder  /test-client.p12  write  get  Peer  Principal  localhost  start  Handshake  read  local  Port  load  Trust  Material  load  Key  Material  resource2  input  Stream  set  So  Timeout  get  Input  Stream  /test-server.p12  resource1  accept  create  Socket  client  Ssl  Context  TIMEOUT  set  Need  Client  Auth  get  Local  Port  submit  session  client  Socket  flush  key  Password  test  SSL  Handshake  Client  Authenticated  get  output  Stream  close  connect  assert  Equals  call  get  Socket  Factory  build  future  to  Milliseconds  Int  Bound  get  Output  Stream  socket  get  Session  create  Server  Socket  storePassword  getResource  toCharArray  serverSocket  newSingleThreadExecutor  Executors  serverSslContext  getServerSocketFactory  Assert  bind  assertNotNull  nopassword  clientPrincipal  create  TimeUnit  SSLContextBuilder  /test-client.p12  write  getPeerPrincipal  localhost  startHandshake  read  localPort  loadTrustMaterial  loadKeyMaterial  resource2  inputStream  setSoTimeout  getInputStream  /test-server.p12  resource1  accept  createSocket  clientSslContext  TIMEOUT  setNeedClientAuth  getLocalPort  submit  session  clientSocket  flush  keyPassword  testSSLHandshakeClientAuthenticated  get  outputStream  close  connect  assertEquals  call  getSocketFactory  build  future  toMillisecondsIntBound  getOutputStream  socket  getSession  createServerSocket',Non_Flakey
'<fs/>  dir  fs  create  Context  -rwxr-----  path  rwx---r--  test  Chmod  rwx-----x  get  File  Status  context  rwx------  chmod  Fs  Permission  set  Permission  grandchild  -rwxr----x  -rwx-----x  get  Permission  ae  value  Of  rwxr-----  assert  Equals  get  File  System  rwxr----x  -rwx------  mkdirs  to  String  get  Fs  Test  Case  Dir  child  -rwx---r--  <fs/>  dir  fs  createContext  -rwxr-----  path  rwx---r--  testChmod  rwx-----x  getFileStatus  context  rwx------  chmod  FsPermission  setPermission  grandchild  -rwxr----x  -rwx-----x  getPermission  ae  valueOf  rwxr-----  assertEquals  getFileSystem  rwxr----x  -rwx------  mkdirs  toString  getFsTestCaseDir  child  -rwx---r--',Flakey
'Transfer-  Encoding  add  Header  determine  Length  message  len  Strategy  whatever  test  Entity  With  Invalid  Transfer  Encoding  Transfer-Encoding  addHeader  determineLength  message  lenStrategy  whatever  testEntityWithInvalidTransferEncoding',Non_Flakey
'cluster  get  Write  Ops  get  Current  User  get  Statistics  read  Ops  and  large  Read  Ops  incremented  by  1  or  more  list  Status  conf  dir  Math  get  Status  /test  set  Owner  ugi  get  File  Status  test  Statistics  create  get  User  Name  get  File  Block  Locations  User  Group  Information  DFS  Config  Keys  write  Ops  in  get  File  System  ceil  list  get  File  Checksum  iterations  set  Int  get  Read  Ops  mkdirs  Iterative  ls  test  set  Times  shutdown  status  get  Group  Names  ls  Limit  get  Large  Read  Ops  large  Read  Ops  fs  delete  out  get  Test  Configuration  file  check  Statistics  read  Ops  set  Permission  close  Single  iteration  in  list  Status  -  no  large  read  operation  done  number  times  list  Status  iterates  DFS  Test  Util  get  Content  Summary  set  Replication  Integer  p  build  rename  to  String  file1  open  cluster  getWriteOps  getCurrentUser  getStatistics   readOps and largeReadOps incremented by 1 or more  listStatus  conf  dir  Math  getStatus  /test  setOwner  ugi  getFileStatus  testStatistics  create  getUserName  getFileBlockLocations  UserGroupInformation  DFSConfigKeys  writeOps  in  getFileSystem  ceil  list  getFileChecksum  iterations  setInt  getReadOps  mkdirs   Iterative ls test  setTimes  shutdown  status  getGroupNames  lsLimit  getLargeReadOps  largeReadOps  fs  delete  out  getTestConfiguration  file  checkStatistics  readOps  setPermission  close   Single iteration in listStatus - no large read operation done   number times listStatus iterates  DFSTestUtil  getContentSummary  setReplication  Integer  p  build  rename  toString  file1  open',Flakey
'Path  /foo  test  Merge  Paths  file://fileauthority/bar  /  C:/foo/bar  assert  Equals  viewfs:///foo  /  C:/bar  merge  Paths  /bar/baz  /  C:/  C:/bar  /  /bar  Shell  /foo/bar  viewfs://vfsauthority/foo/bar  /foo/bar/baz  /baz  viewfs:///foo/bar  /  C:/foo  file:///bar  viewfs://vfsauthority/foo  /  C:/foo/  C:/bar  /  C:/  Path  /foo  testMergePaths  file://fileauthority/bar  /C:/foo/bar  assertEquals  viewfs:///foo  /C:/bar  mergePaths  /bar/baz  /C:/C:/bar  /  /bar  Shell  /foo/bar  viewfs://vfsauthority/foo/bar  /foo/bar/baz  /baz  viewfs:///foo/bar  /C:/foo  file:///bar  viewfs://vfsauthority/foo  /C:/foo/C:/bar  /C:/',Non_Flakey
'child_value  script  Executor  session  Given  simple  Eq  delete  When  of  where  id  Entity  As  Child/insert_single_row.cql  SELECT  *  FROM  entity_child  WHERE  id  =  row  value  table  another  Value  execute  Script  Template  is  Not  Null  val  Random  Utils  manager  one  should_dsl_delete  get  String  next  Long  assert  That  execute  Immutable  Map  is  True  Then  is  Null  Long  from  Base  Table  dsl  is  Equal  To  child_value  scriptExecutor  session   Given  simple  Eq  delete   When  of  where  id  EntityAsChild/insert_single_row.cql  SELECT * FROM entity_child WHERE id =   row  value  table  anotherValue  executeScriptTemplate  isNotNull  val  RandomUtils  manager  one  should_dsl_delete  getString  nextLong  assertThat  execute  ImmutableMap  isTrue   Then  isNull  Long  fromBaseTable  dsl  isEqualTo',Flakey
'a${k${zero}}b  input  node  transform  node  To  String  Transformer  nested  Variable  property  Container0  make  Node  av0b  assert  Equals  a${k${zero}}b  input  node  transform  nodeToStringTransformer  nestedVariable  propertyContainer0  makeNode  av0b  assertEquals',Non_Flakey
'ss  Scheduler  Service  increment  And  Get  run  counter  test  Instrumentation  Services  schedule  assert  True  assert  Not  Null  get  evaluate  wait  For  ss  SchedulerService  incrementAndGet  run  counter  testInstrumentation  Services  schedule  assertTrue  assertNotNull  get  evaluate  waitFor',Flakey
'check  Fields  unqbbc  stat  fsp  hdfs://yaks:4344/dingos/f  assert  Equals  convert  p  stat2  PB  Helper  test  Utility  Serialization  Fs  Permission  hadoop  create  Immutable  checkFields  unqbbc  stat  fsp  hdfs://yaks:4344/dingos/f  assertEquals  convert  p  stat2  PBHelper  testUtilitySerialization  FsPermission  hadoop  createImmutable',Non_Flakey
'close  Trx  coord  Client  get  Store  Local  Oozie  Could  not  update  db.  get  Status  After  refresh   action  xml=  get  Coord  Client  e  Action  get  Test  Group  begin  Trx  Coordinator  Action  create  commit  Trx  wait  For  bean  action  Num  print  Stack  Trace  store2  store3  parse  Xml  get  File  System  job  Id  fail  Coordinator  Job  _  SUCCESS  add  Record  To  Action  Table  mkdirs  action  Id  test  Coord  Rerun  Refresh  evaluate  get  Coordinator  Action  @  get  Time  app  Path  fs  System  action  Xml  -test  Coord  Rerun-  C  coord  urls  get  re  Run  Coord  /coord-input/2010/07/09/01/00  Rest  Constants  Xml  Utils  e  store  get  Action  Xml  Urls  input  Dir  add  Record  To  Job  Table  Integer  Services  get  Test  User  get  Action  Xml  get  Coord  Action  Info  assert  Not  Same  0000000-  to  String  action2  action3  coord-rerun-action1.xml  get  Fs  Test  Case  Dir  closeTrx  coordClient  getStore  LocalOozie  Could not update db.  getStatus  After refresh  action xml=   getCoordClient  eAction  getTestGroup  beginTrx  CoordinatorAction  create  commitTrx  waitFor  bean  actionNum  printStackTrace  store2  store3  parseXml  getFileSystem  jobId  fail  CoordinatorJob  _SUCCESS  addRecordToActionTable  mkdirs  actionId  testCoordRerunRefresh  evaluate  getCoordinatorAction  @  getTime  appPath  fs  System  actionXml  -testCoordRerun-C  coord  urls  get  reRunCoord  /coord-input/2010/07/09/01/00  RestConstants  XmlUtils  e  store  getActionXmlUrls  inputDir  addRecordToJobTable  Integer  Services  getTestUser  getActionXml  getCoordActionInfo  assertNotSame  0000000-  toString  action2  action3  coord-rerun-action1.xml  getFsTestCaseDir',Flakey
'101001010010001010001001010000101001010001001001001001000101010100001000100101000010  111010010  b  K  b  O  111010110  101011000  100000  00000  b  U  a  A  101101100  \%  +  c  A  100001010  110001010  101100101101011001101001101100101101100110101011011001011001101001101101001110101000  b  T  100110010  do  Test  110101110  c  Z  b  F  100010100  100011010  110011010  b  W  d  A  checksum:  12  28  b  V  A  Z  000001010111101101010001101001001101000101100101001100100101100010101011010001011001  100100110  100101100  111011010  101011110  111001010  c  L  0  9  001011000101001101001000110101010110001010011001010001101001011001000101101101101001  100111010  ABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789  test  Encode  b  E  space  $  10100111010101000010101011110100000  110101000  110100010  \00  $\%+! 09:;@  AZ_`az{  110100110  110101100  101110110  100010110  a  Z  b  A  d  Z  b  P  110010110  110010010  101001010010001010001001010000101001010001001001001001000101010100001000100101000010  111010010   bK bO  111010110  101011000  100000  00000   bU aA  101101100   \% + cA  100001010  110001010  101100101101011001101001101100101101100110101011011001011001101001101101001110101000   bT  100110010  doTest  110101110   cZ bF  100010100  100011010  110011010   bW dA   checksum: 12 28   bV A Z  000001010111101101010001101001001101000101100101001100100101100010101011010001011001  100100110  100101100  111011010  101011110  111001010   cL 0 9  001011000101001101001000110101010110001010011001010001101001011001000101101101101001  100111010  ABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789  testEncode   bE space $  10100111010101000010101011110100000  110101000  110100010  \00 $\%+! 09:;@AZ_`az{  110100110  110101100  101110110  100010110   aZ bA   dZ bP  110010110  110010010',Non_Flakey
'push  Promise  play  data  stream  Id  header  Entries  on  Reset  as  List  observer  TYPE_  HEADERS  connection  https  events  add  banana  read  last  on  Headers  /cached  on  Data  200  SYN_  STREAM  request  Headers  response  Headers  Header  size  get  Source  GET  push  Observer  Arrays  new  Stream  on  Request  android  play  it  back  squareup.com  HTTP_20_  DRAFT_09  verify  the  peer  received  what  was  expected  connection  Builder  accept  Frame  assert  True  peer  get  client  take  Frame  expected  Response  Headers  a  b  syn  Reply  expected  Request  Headers  set  Variant  And  Client  assert  Equals  push  Promise  Stream  send  Frame  build  pushPromise  play  data  streamId  headerEntries  onReset  asList  observer  TYPE_HEADERS  connection  https  events  add  banana  read  last  onHeaders  /cached  onData  200   SYN_STREAM  requestHeaders  responseHeaders  Header  size  getSource  GET  pushObserver  Arrays  newStream  onRequest  android   play it back  squareup.com  HTTP_20_DRAFT_09   verify the peer received what was expected  connectionBuilder  acceptFrame  assertTrue  peer  get  client  takeFrame  expectedResponseHeaders  a  b  synReply  expectedRequestHeaders  setVariantAndClient  assertEquals  pushPromiseStream  sendFrame  build',Flakey
'src  Standard  Charsets  create  Byte  Buffer  decode  Indexed  Header  has  Remaining  assert  False  assert  Header  Equals  dynamic  Table  assert  Equals  decoder  Decoding  completed  Assert  :method  test  Indexed  Header  Decoding  RFC7541  Examples  GET  header  dynamic  Length  src  StandardCharsets  createByteBuffer  decodeIndexedHeader  hasRemaining  assertFalse  assertHeaderEquals  dynamicTable  assertEquals  decoder  Decoding completed  Assert  :method  testIndexedHeaderDecodingRFC7541Examples  GET  header  dynamicLength',Non_Flakey
'fsn  cluster  Starting  test  test  Cluster  Stats  Name  Node  Adapter  write  Config  File  conf  Check  namenode  stats  for  multiple  datanode  heartbeats  namenode  start  Cluster  verify  Stats  file  test  Cluster  Stats  num  Datanodes  refresh  Nodes  write  File  exclude  File  info  ret  wait  Node  State  LOG  test  Cluster  Stats.dat  get  Datanode  num  Name  Nodes  get  File  System  get  Name  Node  Admin  States  file  Sys  decommission  Node  Stop  decommissioning  and  verify  stats  get  Namesystem  downnode  fsn  cluster  Starting test testClusterStats  NameNodeAdapter  writeConfigFile  conf   Check namenode stats for multiple datanode heartbeats  namenode  startCluster  verifyStats  file  testClusterStats  numDatanodes  refreshNodes  writeFile  excludeFile  info  ret  waitNodeState  LOG  testClusterStats.dat  getDatanode  numNameNodes  getFileSystem  getNameNode  AdminStates  fileSys  decommissionNode   Stop decommissioning and verify stats  getNamesystem  downnode',Flakey
'apply  Mixed  Case  item  get  Conf  test  a  matching  name  (different  case)  apply  name  setup  /directory/path/  Na  Me  assert  Equals  mock  Fs  Result  applyMixedCase  item  getConf   test a matching name (different case)  apply  name  setup  /directory/path/NaMe  assertEquals  mockFs  Result',Non_Flakey
'bundle  Job  Get  Executor  test  Bundle  Rerun2  add  Record  To  Bundle  Action  Table  add  Record  To  Bundle  Job  Table  get  Id  assert  Equals  get  Status  execute  add  Record  To  Coord  Job  Table  call  Coordinator  Job  Services  assert  Not  Null  get  action1  Job  job  action2  jpa  Service  bundleJobGetExecutor  testBundleRerun2  addRecordToBundleActionTable  addRecordToBundleJobTable  getId  assertEquals  getStatus  execute  addRecordToCoordJobTable  call  CoordinatorJob  Services  assertNotNull  get  action1  Job  job  action2  jpaService',Flakey
'test  Make  Qualified  Path  qualified  Path  har  Path  har  Path  With  Userinfo  har://file-user:passwd@localhost:80  to  Uri  format  conf  get  File  System  String  path  The  qualified  path  (\%s)  did  not  match  the  expected  path  (\%s).  assert  True  make  Qualified  equals  get  Path  to  String  can  correctly  preserve  the  information  for  the  underlying  file  system.  testMakeQualifiedPath  qualifiedPath  harPath  harPathWithUserinfo  har://file-user:passwd@localhost:80  toUri  format  conf  getFileSystem  String  path  The qualified path (\%s) did not match the expected path (\%s).  assertTrue  makeQualified  equals  getPath  toString   can correctly preserve the information for the underlying file system.',Non_Flakey
'kills  add  Node  def  enters  Workflow  Instance  get  Status  three  two  as  List  wf  test  Simple  Fork  exits  assert  True  four  get  end  fails  f  one  start  j  assert  Equals  1  size  <worklfow-app/>  Arrays  job  kills  addNode  def  enters  WorkflowInstance  getStatus  three  two  asList  wf  testSimpleFork  exits  assertTrue  four  get  end  fails  f  one  start  j  assertEquals  1  size  <worklfow-app/>  Arrays  job',Flakey
'server  add  Suppressed  Logging  Exceptions  log  Exception  verify  Zero  Interactions  te3  logger  conf  Full  stack  trace  should  be  logged  for  other  exceptions.  Nothing  should  be  logged  for  a  suppressed  exception.  eq  any  add  Terse  Exceptions  call  0.0.0.0  times  dummy  Call  test  Log  Exceptions  No  stack  trace  should  be  logged  for  a  terse  exception.  mock  verify  info  server  addSuppressedLoggingExceptions  logException  verifyZeroInteractions  te3  logger  conf   Full stack trace should be logged for other exceptions.   Nothing should be logged for a suppressed exception.  eq  any  addTerseExceptions  call  0.0.0.0  times  dummyCall  testLogExceptions   No stack trace should be logged for a terse exception.  mock  verify  info',Non_Flakey
'cancel  connectors  validator  Jackson  Executors  request  Received  /test  http://localhost:  executor  Time  Unit  connection  Validation  test  open  Connection  new  Scheduled  Thread  Pool  assert  That  get  Input  Stream  object  Mapper  is  Open  stop  connector  cleanup  port  is  Instance  Of  test  Graceful  Shutdown  http  get  Connectors  is  Not  Empty  server  get  Local  Port  submit  build  Default  Validator  Factory  set  Port  metric  Registry  sleep  result  wait  for  server  to  close  the  connectors  cancel  the  cleanup  future  since  everything  succeeded  jersey  get  await  Class  Loader  shutdown  Now  get  Validator  server  Stopped  count  Down  connect  is  Stopped  start  future  Result  get  System  Class  Loader  url  new  Object  Mapper  shutdown  Invoked  Char  Streams  Thread  call  schedule  environment  build  to  String  is  Equal  To  register  cancel  connectors  validator  Jackson  Executors  requestReceived  /test  http://localhost:  executor  TimeUnit  connection  Validation  test  openConnection  newScheduledThreadPool  assertThat  getInputStream  objectMapper  isOpen  stop  connector  cleanup  port  isInstanceOf  testGracefulShutdown  http  getConnectors  isNotEmpty  server  getLocalPort  submit  buildDefaultValidatorFactory  setPort  metricRegistry  sleep  result   wait for server to close the connectors   cancel the cleanup future since everything succeeded  jersey  get  await  ClassLoader  shutdownNow  getValidator  serverStopped  countDown  connect  isStopped  start  futureResult  getSystemClassLoader  url  newObjectMapper  shutdownInvoked  CharStreams  Thread  call  schedule  environment  build  toString  isEqualTo  register',Flakey
'apply  Glob  Mixed  Case  item  get  Conf  apply  n*e  name  setup  /directory/path/  Na  Me  assert  Equals  mock  Fs  Result  test  a  matching  glob  pattern  (different  case)  applyGlobMixedCase  item  getConf  apply  n*e  name  setup  /directory/path/NaMe  assertEquals  mockFs  Result   test a matching glob pattern (different case)',Non_Flakey
'test  Keepalive  Timeouts  cached  socket   and  should  have  an  xceiver  on  the  other  side.  assert  Xceiver  Count  dn  give  an  EOF.  dfs  Client  fs  create  File  sleep  peer  assert  Not  Null  get  Clients  that  write  aren\'t  currently  re-used.  DFS  Test  Util  KEEPALIVE_  TIMEOUT  read  assert  Equals  get  Input  Stream  Thread  TEST_  FILE  size  from  it  again.  read  File  and  make  sure  the  xceiver  died.  get  Datanode  Id  testKeepaliveTimeouts   cached socket  and should have an xceiver on the other side.  assertXceiverCount  dn   give an EOF.  dfsClient  fs  createFile  sleep  peer  assertNotNull  get   Clients that write aren\'t currently re-used.  DFSTestUtil  KEEPALIVE_TIMEOUT  read  assertEquals  getInputStream  Thread  TEST_FILE  size   from it again.  readFile   and make sure the xceiver died.  getDatanodeId',Flakey
'new  Gauge  Standard  deviation  of  time  for  stat  EPSILON  int  gauge  Ops  mb  s1  s2  info  add  S1  I  Max  Time  Interval  min  time  for  stat  test  add  Gauge  g1  long  gauge  g2  g3  Number  of  ops  for  stat  eq  c1  c2  S1  I  Min  Time  new  Counter  long  counter  mock  Metrics  Record  Builder  has  increased  to  2   but  interval  number  is  1  for  both  intervals.  snapshot  S1  Stdev  Time  Max  time  for  stat  Time  S1  Avg  Time  S1  Min  Time  Min  time  for  stat  Interval  number  of  ops  for  stat  S2  Avg  Time  add  Counter  int  counter  times  float  gauge  get  verify  new  Rate  S1  I  Num  Ops  S2  Num  Ops  Interval  max  time  for  stat  registry  S1  Max  Time  stat  should  get  new  interval  values  back  new  Stat  should  get  the  same  back.  test  Snapshot  S1  Num  Ops  Average  time  for  stat  newGauge  Standard deviation of time for stat  EPSILON  int gauge  Ops  mb  s1  s2  info  add  S1IMaxTime  Interval min time for stat  test  addGauge  g1  long gauge  g2  g3  Number of ops for stat  eq  c1  c2  S1IMinTime  newCounter  long counter  mockMetricsRecordBuilder   has increased to 2  but interval number is 1 for both intervals.  snapshot  S1StdevTime  Max time for stat  Time  S1AvgTime  S1MinTime  Min time for stat  Interval number of ops for stat  S2AvgTime  addCounter  int counter  times  float gauge  get  verify  newRate  S1INumOps  S2NumOps  Interval max time for stat  registry  S1MaxTime  stat   should get new interval values back  newStat   should get the same back.  testSnapshot  S1NumOps  Average time for stat',Non_Flakey
'server  Test  Protocol  RPC  configure  Super  User  IP  Addresses  get  Proxy  a  Method  GROUP_  NAMES  conf  run  ret  Val  Assert  REAL_  USER_  SHORT_  NAME  stop  Proxy  addr  User  Group  Information  get  Server  ret  proxy  User  Ugi  print  Stack  Trace  e  start  create  Remote  User  test  Real  User  Group  Not  Specified  get  Connect  Address  REAL_  USER_  NAME  proxy  fail  do  As  Net  Utils  stop  ADDRESS  PROXY_  USER_  NAME  The  RPC  must  have  failed  real  User  Ugi  create  Proxy  User  For  Testing  server  TestProtocol  RPC  configureSuperUserIPAddresses  getProxy  aMethod  GROUP_NAMES  conf  run  retVal  Assert  REAL_USER_SHORT_NAME  stopProxy  addr  UserGroupInformation  getServer  ret  proxyUserUgi  printStackTrace  e  start  createRemoteUser  testRealUserGroupNotSpecified  getConnectAddress  REAL_USER_NAME  proxy  fail  doAs  NetUtils  stop  ADDRESS  PROXY_USER_NAME  The RPC must have failed   realUserUgi  createProxyUserForTesting',Flakey
'init  get  All  Secrets  Authentication  Filter  get  Current  Secret  secret  Str  assert  Equals  secret  secret  Provider  Props  get  Bytes  secret  Bytes  assert  Array  Equals  Assert  test  Get  Secrets  set  Property  secret  Provider  all  Secrets  init  getAllSecrets  AuthenticationFilter  getCurrentSecret  secretStr  assertEquals  secret  secretProviderProps  getBytes  secretBytes  assertArrayEquals  Assert  testGetSecrets  setProperty  secretProvider  allSecrets',Non_Flakey
'<workflow-app  xmlns=\'uri:oozie:workflow:0.1\'  name=\'test-wf\'>  lib  submit  get  Job  Info  Local  Oozie  <end  name=\'end\'/>  conf  wc  get  Status  fs  app  Path  wf  test  Workflow  Run  </workflow-app>  get  Test  Group  assert  Not  Null  create  workflow.xml  Workflow  Job  write  close  wait  For  app  start  assert  Equals  get  File  System  get  Client  wf  App  Oozie  Client  job  Id  get  Test  User  stop  mkdirs  set  Property  create  Configuration  <start  to=\'end\'/>  to  String  writer  File  evaluate  get  Fs  Test  Case  Dir  <workflow-app xmlns=\'uri:oozie:workflow:0.1\' name=\'test-wf\'>  lib  submit  getJobInfo  LocalOozie      <end name=\'end\'/>  conf  wc  getStatus  fs  appPath  wf  testWorkflowRun  </workflow-app>  getTestGroup  assertNotNull  create  workflow.xml  WorkflowJob  write  close  waitFor  app  start  assertEquals  getFileSystem  getClient  wfApp  OozieClient  jobId  getTestUser  stop  mkdirs  setProperty  createConfiguration      <start to=\'end\'/>  toString  writer  File  evaluate  getFsTestCaseDir',Flakey
'get  Name  rename  it  to  what  looks  like  a  directory  assert  False  foo  run  suffix  argv  delete  -put  assert  True  get  File  Status  /.  dotdot  Dst  is  File  ensure  ..  is  interpreted  as  a  dir  src  Path  assert  Equals  empty  out  the  directory  and  create  to  make  copy  succeed  /  subdir  Dst  Path  shell  mkdirs  lfs  exists  to  String  /foo/..  make  copy  fail  dst  Path  test  Represents  Dir  getName   rename it to what looks like a directory  assertFalse  foo  run  suffix  argv  delete  -put  assertTrue  getFileStatus  /.  dotdotDst  isFile   ensure .. is interpreted as a dir  srcPath  assertEquals   empty out the directory and create to make copy succeed  /  subdirDstPath  shell  mkdirs  lfs  exists  toString  /foo/..   make copy fail  dstPath  testRepresentsDir',Non_Flakey
'new_val  script  Executor  SELECT  *  FROM  entitywithstaticcolumn  WHERE  id  =  Entity  With  Static  Column/insert_single_row.cql  session  Given  should_insert_static  UUI  Ds  uuid  crud  new_static  When  of  id  value  static_col  execute  Script  Template  is  Not  Null  val  actual  Random  Utils  manager  one  time  Based  get  String  next  Long  assert  That  execute  Immutable  Map  Then  Long  update  Static  is  Equal  To  entity  new_val  scriptExecutor  SELECT * FROM entitywithstaticcolumn WHERE id =   EntityWithStaticColumn/insert_single_row.cql  session   Given  should_insert_static  UUIDs  uuid  crud  new_static   When  of  id  value  static_col  executeScriptTemplate  isNotNull  val  actual  RandomUtils  manager  one  timeBased  getString  nextLong  assertThat  execute  ImmutableMap   Then  Long  updateStatic  isEqualTo  entity',Flakey
'get  Class  get  Servlet  Context  TOKEN_  VALIDITY_  SEC  assert  False  simple  get  Validity  when  get  Cookie  Path  as  List  get  Init  Parameter  Names  get  Attribute  Assert  assert  True  context  init  Authentication  Filter  then  Return  is  Custom  Signer  Secret  Provider  destroy  assert  Equals  is  Random  Secret  get  Authentication  Handler  filter  assert  Null  get  Init  Parameter  minimal  configuration  &  simple  auth  handler  (  Pseudo)  Mockito  get  Cookie  Domain  elements  mock  test  Fallback  To  Random  Secret  Provider  to  String  Arrays  config  getClass  getServletContext  TOKEN_VALIDITY_SEC  assertFalse  simple  getValidity  when  getCookiePath  asList  getInitParameterNames  getAttribute  Assert  assertTrue  context  init  AuthenticationFilter  thenReturn  isCustomSignerSecretProvider  destroy  assertEquals  isRandomSecret  getAuthenticationHandler  filter  assertNull  getInitParameter   minimal configuration & simple auth handler (Pseudo)  Mockito  getCookieDomain  elements  mock  testFallbackToRandomSecretProvider  toString  Arrays  config',Non_Flakey
'init  action  Num  _test  Get  For  Info  All  Actions  test  Get  Action  All  Columns  destroy  get  Id  services  Coord  Action  Get  For  Info  JPA  Executor  add  Record  To  Coord  Job  Table  resource  Xml  Name  Coordinator  Job  create  Coord  Action  sla  Xml  coord-action-get.xml  set  System  Property  true  Coordinator  Action  set  Sla  Xml  action  insert  Record  Coord  Action  job  init  actionNum  _testGetForInfoAllActions  testGetActionAllColumns  destroy  getId  services  CoordActionGetForInfoJPAExecutor  addRecordToCoordJobTable  resourceXmlName  CoordinatorJob  createCoordAction  slaXml  coord-action-get.xml  setSystemProperty  true  CoordinatorAction  setSlaXml  action  insertRecordCoordAction  job',Flakey
'store  Password  trust  Strategy  get  Resource  to  Char  Array  get  Name  get  Issuer  DN  server  Socket  new  Single  Thread  Executor  Executors  server  Ssl  Context  get  Server  Socket  Factory  Assert  bind  assert  Not  Null  nopassword  create  Time  Unit  Boolean  SSL  Context  Builder  write  is  Trusted  localhost  read  local  Port  load  Key  Material  load  Trust  Material  issuer  DN  CN=  Test  CA   OU=  Http  Components  Project   O=  Apache  Software  Foundation  input  Stream  set  So  Timeout  cert2  get  Input  Stream  /test-server.p12  resource1  accept  cert1  create  Socket  client  Ssl  Context  TIMEOUT  get  Local  Port  submit  cert  Chain  Ref  EMAILADDRESS=dev@hc.apache.org   client  Socket  result  CN=  Test  Server   OU=  Http  Components  Project   O=  Apache  Software  Foundation  flush  key  Password  get  get  Subject  DN  output  Stream  close  connect  test  SSL  Handshake  Server  Custom  Trust  Strategy  chain  set  assert  Equals  certs  call  get  Socket  Factory  subject  DN2  build  subject  DN1  future  to  Milliseconds  Int  Bound  get  Output  Stream  socket  create  Server  Socket  storePassword  trustStrategy  getResource  toCharArray  getName  getIssuerDN  serverSocket  newSingleThreadExecutor  Executors  serverSslContext  getServerSocketFactory  Assert  bind  assertNotNull  nopassword  create  TimeUnit  Boolean  SSLContextBuilder  write  isTrusted  localhost  read  localPort  loadKeyMaterial  loadTrustMaterial  issuerDN  CN=Test CA  OU=HttpComponents Project  O=Apache Software Foundation  inputStream  setSoTimeout  cert2  getInputStream  /test-server.p12  resource1  accept  cert1  createSocket  clientSslContext  TIMEOUT  getLocalPort  submit  certChainRef  EMAILADDRESS=dev@hc.apache.org    clientSocket  result  CN=Test Server  OU=HttpComponents Project  O=Apache Software Foundation  flush  keyPassword  get  getSubjectDN  outputStream  close  connect  testSSLHandshakeServerCustomTrustStrategy  chain  set  assertEquals  certs  call  getSocketFactory  subjectDN2  build  subjectDN1  future  toMillisecondsIntBound  getOutputStream  socket  createServerSocket',Non_Flakey
