@relation _home_supun_Documents_wekafiles_Camel_case_final_cc_exc_long

@attribute tokens string
@attribute klass {Non_Flakey,Flakey}

@data
'application/xml  test  that  content  negotiation  with  fallback  works  headers  get  server  address  accept  ninja  test  browser  new  hash  map  equal  to  person  is:  zeeess  name  -  and  some  utf8  =&gt;  öäü  assert  that  make  request  put  maps  text/html  response  application/unknown_content_type  api/person_with_content_negotiation_fallback',Non_Flakey
'test  coord  action  get  last  modified  time  _  e  error  code  get  id  _test  get  for  info  date  utils  set  tracker  uri  app  path  set  error  code  parse  date  oozie  tz  resource  xml  name  action  xml  set  error  message  coord  action  nominal  time  console  url  sla  xml  pass  the  expected  values  coordinator  action  missing  deps  created  time  action  add  extra  attributes  for  action  set  created  time  action  num  tracker  uri  error  message  get  action  nominal  time  set  console  url  set  external  status  set  last  modified  time  set  missing  dependencies  add  record  to  coord  job  table  000  coordinator  job  create  coord  action  coord-action-get.xml  insert  the  action  set  sla  xml  insert  record  coord  action  external  status  job  get  coord  action  xml  dummy  get  fs  test  case  dir',Flakey
'verify  zero  interactions  object  under  test  expected_  message  browser_  agent  send  error  when  filter  config  get  header  at  least  once  mock  chain  do  filter  verify  mock  res  init  mock  req  then  return  csrf  has  not  been  sent  objects  to  verify  interactions  based  on  request  http  servlet  response  setup  the  configuration  settings  of  the  server  filter  test  no  header  default  config  bad  request  get  init  parameter  mockito  mock  rest  csrf  prevention  filter',Non_Flakey
'2015-01-02  t00:45  z  2016-01-02  t00:45  z  2014-01-02  t00:45  z  2012-01-02  t00:45  z  ${coord:offset(7   \"  hour\")}  coord  el  functions  get  time  zone  ${coord:offset(-3   \"  hour\")}  date  utils  parse  date  oozie  tz  set  frequency  ds  2015-01-02  t00:45  z  2015-02-02  t00:45  z  2014-12-02  t00:45  z  2014-10-01  t23:45  z  4.5  is  not  a  valid  integer  2010-01-02  t00:01  z  year  ${coord:offset(-26304   \"  hour\")}  ${coord:offset(1   \"  month\")}  ${coord:offset(-1096   \"  day\")}  test  offset  time  unit  ${coord:offset(-24   \"  hour\")}  ${coord:offset(-1   \"  day\")}  init  2015-01-02  t00:01  z  2016-01-02  t00:01  z  2014-01-02  t00:01  z  2012-01-02  t00:01  z  ${coord:offset(-3   \"  minute\")}  should  have  thrown  an  exception  ${coord:offset(5   \"  minute\")}  set  init  instance  2015-01-02  t00:45  z  ${coord:offset(-36   \"  month\")}  its  -1096  instead  of  -1095  because  of  dst  (extra  1  day)  2015-01-02  t00:01  z  ${coord:offset(-3   \"  year\")}  ${coord:offset(-3   \"  day\")}  2015-01-01  t20:01  z  app  inst  ${coord:offset(0   \"  minute\")}  ${coord:offset(1   \"  minute\")}  ${coord:offset(-1   \"  minute\")}  ${coord:offset(0   \"  day\")}  ${coord:offset(365   \"  day\")}  ${coord:offset(-365   \"  day\")}  fail  set  time  unit  ${coord:offset(-43825   \"  hour\")}  contains  eval  ${coord:offset(0   \"  minute\")}  ${coord:offset(525600   \"  minute\")}  ${coord:offset(-525600   \"  minute\")}  ${coord:offset(1   \"blah\")}  evaluate  its  -1578240  instead  of  -1576800  because  of  dst  (extra  1440  minutes)  frequency  ${coord:offset(-1440   \"  minute\")}  hour  unable  to  evaluate  ${coord:offset(1   \"  year\")}  ${coord:offset(0   \"  hour\")}  ${coord:offset(1   \"  hour\")}  ${coord:offset(-1   \"  hour\")}  ${coord:offset(-1578240   \"  minute\")}  coord-action-create  month  ${coord:offset(0   \"  month\")}  ${coord:offset(1   \"  month\")}  ${coord:offset(-1   \"  month\")}  eval  and  wrap  2010-09-09  t23:59  z  day  assert  true  ${coord:offset(1   \"  hour\")}  2015-01-02  t00:45  z  2015-01-02  t00:46  z  2015-01-02  t00:44  z  2015-01-02  t00:42  z  set  time  zone  ${coord:offset(-10   \"  day\")}  expr  its  -26304  instead  of  -26280  because  of  dst  (extra  24  hours)  eval  of  ${coord:offset(0   \"  day\")}  ${coord:offset(1   \"  day\")}  ${coord:offset(-1   \"  day\")}  2015-01-02  t00:45  z  2015-01-03  t00:45  z  2015-01-01  t00:45  z  2014-12-30  t00:45  z  2009-09-08  t23:59  z  2009-10-09  t23:59  z  ${coord:offset(0   \"  year\")}  ${coord:offset(1   \"  year\")}  ${coord:offset(-1   \"  year\")}  ${coord:offset(0   \"  hour\")}  ${coord:offset(8760   \"  hour\")}  ${coord:offset(-8760   \"  hour\")}  set  nominal  time  ${coord:offset(-2   \"  hour\")}  e  2015-01-02  t04:01  z  get  message  assert  equals  \"blah\"  is  not  a  valid  time  unit  america/  los_  angeles  ${coord:offset(0   \"  month\")}  ${coord:offset(12   \"  month\")}  ${coord:offset(-12   \"  month\")}  minute  2015-01-02  t00:45  z  2015-01-02  t01:45  z  2015-01-01  t23:45  z  2015-01-01  t21:45  z  ${coord:offset(-3   \"  month\")}  ${coord:offset(4.5   \"blah\")}',Flakey
'conf  should  have  thrown  an  exception  here  as  list  test  entries  expire  if  background  refresh  fails  advance  timer  cache  groups  add  me  stops  throw  exceptions  get  groups  load  must  be  called  synchronously  as  there  is  no  key  present  common  configuration  keys  clear  black  list  groups  refresh  fake  group  mapping  assert  that  will  be  retrievable  until  it  is  evicted  after  about  10  seconds.  fail  set  long  my  groups  size  we  make  an  initial  request  to  populate  the  cache  set  throw  exception  now  make  all  calls  to  the  fake  group  mapper  throw  exceptions  arrays  is  equal  to  set  boolean',Non_Flakey
'bab  add  record  to  bundle  action  table  get  current  dateafter  incrementing  in  months  get  id  run  date  utils  get  status  add  record  to  coord  action  table  parse  date  oozie  tz  coord  job  assert  not  null  get  coordinator  action  end  current  date  plus  month  job  wait  for  add  record  to  bundle  job  table  bundle  id  start  assert  equals  x  data  test  case  execute  add  record  to  coord  job  table  with  bundle  services  coordinator  job  runnable  coord-action-get.xml  equals  action1  job  jpa  service  evaluate  test  bundle  status  transit  service  for  terminal  states',Flakey
'captured  \"this\"  get  impl  class  get  impl  method  name  replace  specific  instance  method  reference  get  canonical  name  invoke  get  kind  serialized  lambda  get  functional  interface  method  name  lambda  reflect  kind  get  serialized  lambda  get  functional  method  value  lambda  info  lambdas  apply  verify  it  can  be  dynamically  invoked  is  assert  that  l2s  string  value  =  (  string)lambda.get  class().get  method(\"apply\"   long.class).invoke(calc   1  l);  get  captured  arg  count  get  captured  arg  2  (  ljava/lang/  long;)  ljava/lang/  string;  calc  get  impl  method  signature',Non_Flakey
'bundle  job  get  executor  add  record  to  bundle  job  table  test  bundle  start  dryrun  get  id  assert  equals  get  status  execute  call  sleep  services  size  assert  not  null  get  bundle  actions  get  executor  is  critical  job  job  get  bundle  id  jpa  service  actions',Flakey
'expected  contents  build  test  base  resolve  get  result  metadata  test  image  reader  you  get  to  create  our  journal  prompt  for  the  day!  yay!  way  to  go!  source  very  basic  test  for  now  barcode  contents  image  io  result  you  earned  the  class  a  5  minute  dance  party!!  awesome!  way  to  go!  let\'s  boogie!  assert  not  null  bitmap  you  earned  the  class  5  extra  minutes  of  recess!!  fabulous!!  way  to  go!!  results  test  base  add  image  read  1.png  get  text  barcode  format  assert  equals  decode  multiple  src/test/resources/blackbox/multi-qrcode-1  you  get  to  sit  at  mrs.  sigmon\'  s  desk  for  a  day!!  awesome!!  way  to  go!!  guess  i  better  clean  up!  :)  abstract  black  box  test  case  get  barcode  format  to  file  test  multi  qr  codes',Non_Flakey
'init  set  get  conf  _test  event  handler  service  assert  false  destroy  get  event  queue  conf  services  ehs  services  contains  event  handler  service  get  app  types  assert  true  check  default  initializations  workflow_job  get  is  enabled  coordinator_action  jobtypes  test  service',Flakey
'add  token  one  duplicate  with  different  value   one  new  get  secret  key  number  of  secret  keys  new  token  &  secret  should  be  added  assert  equals  secret  creds  non-duplicate  token  &  secret  should  be  present  get  bytes  token  merge  all  number  of  tokens  service  creds  to  add  get  token  add  secret  key  existing  token  &  secret  should  not  be  overwritten',Non_Flakey
'dummy  error  code  get  connection  context  get  event  message  end  date  conf  parse  date  utc  date  utils  get  status  set  error  code  wf-app-name1  set  error  message  get  end  time  ca  id1  test  on  workflow  job  failure  event  2012-07-22  t00:00  z  wf  id1  get  start  time  message  type  init  print  stack  trace  destroy  wf  event  listener  fail  on  workflow  job  event  create  consumer  app  type  start  date  get  parent  id  get  app  type  session  jms  messaging  utils  get  event  status  get  user  event  status  get  id  create  session  get  topic  get  error  code  workflow  job  jms  context  consumer  user1  get  message  type  receive  get  app  name  e  get  message  assert  equals  message  dummy  error  message  wfe  wf  fail  message  session  get  error  message',Flakey
'get  payload  content  read  value  of  test  read  frame  partial  reads  get  stream  id  assert  equals  in  buffer  readable  channel  byte  buffer  remaining  frame  flag  assert  allocate  get  type  payload  assert  not  null  frame  type  of  get  get  flags  frame',Non_Flakey
'cluster  write  xml  conf  /test  write  conf.xml  fs  setting  conf  in:  system  identity  hash  code  foobar  create  close  test  write  conf  dfs  config  keys  set  os  file  path  long  string  get  file  system  set  int  500  kb  io  utils  build  cleanup  num  data  nodes  to  string  shutdown  append',Flakey
'set  name  user2  acl  parsed  list  fs  action  parsed  acl  not  correct  group1  acl  parse  acl  spec  set  permission  group::rwx user:user1:rwx user:user2:rw-   basic  acl  user1  add  user2  acl  entry  scope  acl  entry  type  expected  list  acl  entry  user1  acl  assert  equals  set  type  group:group1:rw- default:group:group1:rw-  group1  build  default  acl  set  scope  test  multiple  acl  spec  parsing',Non_Flakey
'authenticate  is  authenticated  test  authenticate  user  was  not  created  result  authentication  provider  password  find  ldap  user  by  name  assert  null  user  alread  exists  in  db  assert  true  assert  not  null  user  dao  allowed  user  authentication',Flakey
'add  stat  max  sample  stat  num  samples  assert  equals  epsilon  min  variance  num  samples  mean  reset  test  simple  stddev',Non_Flakey
'msg  hcat.topic1  dt=20120101;country=us;state=  ca  create  text  message  create  producer  get  waiting  actions  test  cache  update  by  message  h  cat  constants  get  available  dependency  ur  is  construct  message  exception:  dt=20120101;country=us;state=  ny  1234465454  json  msg  1234465452  1234465453  register  for  notification  add  get  server  test  message  processing  through  jms  notification  listener  print  stack  trace  hcat  service  hcat.server.com:5080  dep3  dep4  dep1  dep2  pdms  get  db  h  cat  event  message  action  id2  fail  action  id1  action  id4  contains  action  id3  hcat://hcat.server.com:5080/mydb/mytbl/dt=20120102;country=us;state=  ca  get  table  hcat  handler  topic  producer  get  partition  map  add  partition  as  missing  send  get  uri  set  string  property  thrift://  session  system  sleep  assert  true  get  hcat://hcat.server.com:5080/mydb/mytbl/country=us;dt=20120101  add  missing  dependency  process  hcat://hcat.server.com:5080/mydb/mytbl/dt=20120101;country=us  create  topic  e  1234465451  clear  get  message  test  message  processing  partitions  list  dt=20120102;country=us;state=  ny  thread  services  assert  null  current  time  millis  to  string  dt=20120102;country=us;state=  ca  hcat://hcat.server.com:5080/mydb/mytbl/dt=20120102;country=us',Flakey
'charset  content  type  text/blah;  p=blah  get  charset  that  this  and  that  assert  test  with  params  create  text/blah;  charset=  iso-8859-1;  p=blah  content  type  ascii  text/plain  blah  get  mime  type  text/plain;  charset=  utf-8;  p=this;  p=that  standard  charsets  utf-8  this  text/blah  assert  equals  p  text/plain;  charset=ascii;  p=\"this  and  that\"  with  parameters  to  string',Non_Flakey
'check  coord  action  add  init  records  get  available  dependency  ur  is  partition  available  available  ur  is  assert  true  get  coordinator  action  mydb  hcat  uri  new  h  cat  dependency  add  missing  dependency  hcat.server.com:5080  assert  equals  pdms  call  services  contains  src=search;datastamp=12;region=us  assert  null  size  test  update  coord  table  basic  action  id  clicks  get  partition  map  hcat://hcat.server.com:5080/mydb/clicks/datastamp=12;region=us',Flakey
'set  authentication  method  get  current  user  test  test  auth  method  ugi  get  authentication  method  values  get  auth  method  assert  equals  authentication  method  am  verify  the  reverse  mappings  works  user  group  information',Non_Flakey
'job  conf  bundle  job  get  cmd  log  submit  cmd  get  id  get  status  app  path  configuration  parse  error.  read  from  db  :  get  job  test  bundle  suspend3  assert  not  null  get  get  auth  token  job  set  get  conf  add  record  to  bundle  job  table  assert  equals  execute  bundle.xml  call  services  warn  oozie  client  to  string  error  code  job  jpa  service  ioe',Flakey
'add  test  directory  test  file  path  data  get  path  data  ls  options  -e  process  options  process  arguments  process  path  file  display  ec  policy  when  unsupported',Non_Flakey
'play  a  server  read  ascii  add  header  b  open  connection  foo  vary  matches  removed  request  header  field  assert  equals  set  body  add  request  property  /  enqueue  get  url  bar  cache-  control:  max-age=60  vary:  foo  foo  connection',Flakey
'assert  assert  true  exists  jar  picking  a  class  that  is  for  sure  in  a  jar  in  the  classpath  get  jar  jar  finder  test  jar',Non_Flakey
'test  that  sla  processes  the  job  event  from  kill  command  sla  event  conf  run  poll  date  utils  get  cmd  as  list  run  sla  worker  for  start_miss  assert  not  null  get  resource  as  string  unit_  testing  coordinator  action  coordinator_action  action  time  for  event  listeners  to  run  coord  action  workflow.xml  get  actual  start  set  time  add  get  alert  events  set  start  processed  expected  end  coord  xml  get  job  id  get  sla  status  waiting  for  materialize  command  to  run  get  event  queue  sla  status  write  cmd  execute  get  expected  end  ehs  oozie  client  job  id  format  date  oozie  tz  name  action  id  arrays  app  type  get  app  type  test-coord-sla  resetting  flag  for  testing  sla  event  get  expected  duration  get  actual  end  get  time  get  event  status  event  status  expected  start  get  id  get  expected  start  app  path  clear  the  coord-action  waiting  event  generated  test  coordinator  action  commands  set  app  types  cal  sc  sleep  write  to  file  test  that  sla  processes  the  job  event  from  start  command  nominal  get  wf-credentials.xml  jpa  workflow  job  nominal_time  command  coordinator.xml  nominal  time  get  app  name  alert_events  get  job  status  set  app  name  calendar  clear  authtoken  assert  equals  services  get  sla  calculator  get  nominal  time  set  status  thread  call  coord-action-sla.xml  @1  io  utils  get  test  user  wf  xml  to  string  as  per  the  sla  xml  wf  app  path  slas  get  fs  test  case  dir',Flakey
'result  not  important  test  that  get  forbidden  request  content  negotiation  ninja  default  get  forbidden  result  size  context  impl  supported  content  types  equal  to  get  content  type  assert  that',Non_Flakey
'generate  event  create  event  with  error  code  and  message  get  event  status  event  status  error  code  get  id  assert  equals  poll  workflow  instance  test  workflow  job  event  error  execute  error  msg  call  add  record  to  wf  job  table  get  error  code  my  cmd  assert  not  null  workflow  job  job  event  queue  workflow  x  command  get  error  message',Flakey
'set  trim  test_  ldap_  url  test  get  groups  with  default  base  dn  do  test  get  groups  with  base  dn  conf  dc=xxx dc=com  base  dn  get  base  conf  ldap  groups  mapping',Non_Flakey
'init  res  hcat://hcat.server.com:5080/mydb/clicks/datastamp=10;region=us  hcat://hcat.server.com:5080/mydb/clicks/datastamp=20;region=us   coord  el  functions  hcat://hcat.server.com:5080/mydb/clicks/datastamp=12;region=us   hcat://hcat.server.com:5080/mydb/clicks/datastamp=13;region=us   .datain.  abc.unresolved  set  variable  coord-action-start  ${coord:data  in  partition  max(\'  abc\' \'datastamp\')}  test  data  in  partition  max  eval  eval  and  wrap  assert  true  equals  .datain.  abc  expr  boolean  20',Flakey
'get  dynamic  entry  test  request  decoding  with  huffman  rfc7541  examples  assert  header  equals  no-cache  dynamic  table  custom-value  get  current  size  assert  :scheme  get  https  cache-control  :authority  custom-key  standard  charsets  create  byte  buffer  assert  equals  headers2  decoder  headers3  headers1  www.example.com  /  size  :method  get  src1  decode  headers  http  :path  src3  src2  /index.html  dynamic  length',Non_Flakey
'get  time  check  coordinators  date  utils  parse  date  oozie  tz  job  id3  insert  job  job  id2  job  id1  assert  not  null  job  id5  get  job  id4  00002-  get  the  next  3  (though  there\'s  only  2  more)  00004-  get  the  first  3  2011-01-01  t01:00  z  assert  equals  list  execute  services  coordinator  job  -  test  coord  jobs  get  for  purge  jpa  executor-  c  size  add  all  00003-  00005-  jpa  service  00001-  test  coord  jobs  get  for  purge  jpa  executor  too  many',Flakey
'conf  seek  system  hadoop-1489  now  read  the  file  for  io  buf  size  bytes  assert  true  test_  root_  dir  file  system  get  len  get  file  status  read  close  write  file  read  4  more  bytes  before  marking  bytes.  read  in  first  create  a  test  input  file.  io.file.buffer.size  set  int  file  pos  test  file  seek  beyond  data  buffered  by  open  marked  io  buf  size  file  size  get  local  file  sys  file  size=  exists  hence  won\'t  trigger  this  bug.  try  to  read  the  rest  test  truncated  input  bug  open  mark',Non_Flakey
'check  coord  jobs  <coordinator-app  name=\"  name\"  frequency=\"10\"  start=\"2009-02-01  t01:00  z\"  end=\"2009-02-03  t23:59  z\"  timezone=\"  utc\"  conf  app  path  substring  sc  write  to  file  app  xml  file://  get  test  case  dir  unit_  testing  <controls>  <timeout>10</timeout>  <concurrency>2</concurrency>  xmlns=\"uri:oozie:coordinator:0.2\">  <configuration>  <property>  <name>input  a</name>  <value>blah</value>  </property>  coordinator.xml  test  submit  no  datasets  set  length  assert  equals  </configuration>  </workflow>  </action>  </coordinator-app>  call  oozie  client  job  id  get  test  user  -  c  <action>  <workflow>  <app-path>hdfs:///tmp/workflows/</app-path>  file  <execution>  lifo</execution>  </controls>',Flakey
'test  retry  decision  ordering  assert  assert  true  compare  to  retry  policy',Non_Flakey
'dfs  config  keys  test  crc  corruption  with  specific  parameters  util1  conf2  conf1  system  set  int  test  crc  corruption  util2  thistest  test  crc  corruption  test  crc  corruption  with  default  parameters',Flakey
'verify  zero  interactions  get  template  then  return  secure  filter  test  unauthenticated  session  session  cookie  ninja  constant  assert  equals  when  filter  chain  result  filter  basic  auth  filter  get  context  get  session  filter  that',Non_Flakey
'application/xml  application/xml;  param=x  application/json  test  content  type  json  cron  my  json  rest  servlet  http  servlet  response  invoke  assert  equals  json=object  call  contains  assert  true  array  response  get  invoke  and  get  response  json=array  run  test  object',Flakey
'add  test  delegation  token  selector  some  user1  some  user2  select  token  job  tracker  unchecked  my-  service1  my-  service2  assert  equals  stop  threads  ds  generate  delegation  token  set  service  creates  a  collection  of  tokens  assert  t  kind  dt  secret  manager  token1  token2  start  threads  tokens  try  to  select  a  token  with  a  given  service  name  (created  earlier)',Non_Flakey
'cluster  name  node  to  include  a  port  number.  fs2  ha  test  util  conf  test  dfs  client  failover  with  port  fs  create  file  hdfs://  transition  to  active  assert  true  get  len  get  file  status  get  path  close  dfs  test  util  get  conf  to  uri  assert  equals  get  file  system  configure  failover  fs  shutdown  name  node  /  file_  length_  to_  verify  test_  file  get  logical  hostname  exists  :',Flakey
'null  service  from  stop  service  assert  not  null  launch  service  test  launch  service  get  service  launcher',Non_Flakey
'action  num  test  coord  action  get  job2  job1  get  id  add  record  to  coord  action  table  _test  coord  action  get  by  last  modified  time  add  record  to  coord  job  table  coordinator  job  job  id2  job  id1  coord-action-get.xml  date  before  action  get  date  before  action  is  created  coordinator  action  add  two  jobs  with  lastmodifiedtime  >  date  before  action',Flakey
'caught  no  exception  was  raised  get  caught  start  cause  get  cause  thread  in  exception  diagnostics.  sleep  assert  assert  true  assert  not  null  test  interrupted  wait  for  proxy  interrupt  join  worker  no  inner  cause   use  outer  exception  as  root  cause.  worker  hasn\'t  started',Non_Flakey
'test  copy  on  write  cluster  get  local  block  conf  dn  get  file  create  file  simulated  storage  .link  get  namenode  hard  link  unlink  block  localhost  test  copy  on  write  detaching  block  get  block  pool  id  get  file  system  stm  size  long  get  name  node  port  simulated  fs  dataset  shutdown  create  hard  link  /filestatus.dat  get  block  locations  get  located  blocks  link  fs  system  should  have  returned  true  assert  true  list  data  nodes  get  should  have  returned  false  client  addr  close  write  file  get  block  b  blocks  f  append  test  util  get  a  handle  to  the  datanode  build  to  creating  hardlink  for  file  to  string  locations  file1  there  should  be  only  one  datanode  but  found  detaching  block  dataset  set  boolean',Flakey
'equals  assert  false  not  equals  test  all  combinations  of  not  equals  result',Non_Flakey
'get  connection  context  test  coordinator  action  selectors  negative  cae  session  coord  event  listener  conf  parse  date  utc  date  utils  create  session  get  topic  wf-app-name1  on  coordinator  action  event  ca  job  id1  ca  id1  coordinator  action  2012-07-22  t00:00  z  selector  jms  context  =\'  non_matching_user\'  consumer  2011-07-11  t00:00  z  user1  init  nominal  time  receive  print  stack  trace  e  pass  a  selector  which  wont  match  and  assert  for  null  message  get  message  message  fail  assert  null  jms  header  constants  create  consumer  start  date  session',Flakey
'test  root  dir  set  get  conf  run  dummyauth  passing  dummy  such  that  it  should  through  iae  ugi  params  should  take  effect  when  we  pass.  common  configuration  keys  public  test  list  with  ugi  -ls  fs  shell  ls  argv  to  string',Non_Flakey
'play  ping  android  play  it  back  header  entries  verify  the  peer  received  what  was  expected  stream_  in_  use  type_  rst_  stream  cola  stream  was  reset:  stream_  in_  use  accept  frame  stream  type_  headers  peer  get  response  headers  round  trip  time  type_  ping  connection  ensure  that  the  2nd  syn  reply  has  been  received.  take  frame  rst  stream  banana  a  b  syn  reply  c  read  expected  get  message  assert  equals  rst_  stream  headers  mode  fail  syn_  stream  send  frame  spdy3  get  source  ping  syn  stream  remote  double  syn  reply  new  stream',Flakey
'get  bytes  transferred  a  lot  more  stuff!  rw  stuff;  codec  test  utils  more  stuff;  channel  assert  inbuf  get  channel  pos  test  basic  decoding  file  stuff;  more  stuff;  a  lot  more  stuff!  close  fchannel  is  completed  testfile  standard  charsets  length  bytes  read  create  temp  file  assert  equals  decoder  transfer  read  from  file  metrics',Non_Flakey
'bundle  job  get  cmd  add  record  to  bundle  job  table  get  id  assert  equals  get  status  execute  call  services  test  bundle  suspend1  assert  not  null  get  job  job  jpa  service',Flakey
'test  jvm  metrics  singleton  with  same  process  name  assert  test  jvm  metrics1  init  singleton  should  return  the  singleton  instance  jvm  metrics2  assert  equals  init  singleton',Non_Flakey
'coordinator  job  _test  get  job  info  for  user  test  coord  jobs  get  _test  get  jobs  for  app  name  _test  get  jobs  for  status  _test  get  jobs  for  group  add  record  to  coord  job  table  _test  get  jobs  for  user  and  status',Flakey
'init  queue_  time  cost  provider  lockfree  weight  foo  foo.weighted-cost.lockfree  expected  cost  conf  default_  lockexclusive_  weight  assert  equals  bar.weighted-cost.lockexclusive  lockfree_  time  lockshared_  time  set  int  queue  weight  foo.weighted-cost.queue  processing  details  foo.weighted-cost.lockshared  test  get  cost  configured  weights  lockshared  weight  lockexclusive_  time  get  cost  should  not  apply  actual  cost',Non_Flakey
'server  logger  assert  false  add  init  records  logger  test  log  message  prefix  out  default  add  appender  assert  true  tablename  new  h  cat  dependency    table  populate  table  hcat://  get  logger  appender  action  /  layout  call  action  id2  action  id1  contains  /dt=20120430;country=brazil  reset  to  string  db',Flakey
'prepare  test  coding  direct  buffer_6x3_erasing_d0_p0  test  coding  }',Non_Flakey
'conn  set  request  method  is_  security_  enabled  test  job  info  put  assert  true  get  /v1/job/*  content-type  50  run  test  mock  coordinator  engine  service  json  tags  rest  constants  open  connection  http  servlet  response  assert  equals  parse  params  get  input  stream  url  json  value  call  1  get  header  field  size  obj  get  get  response  code  reset  create  url  starts  with',Flakey
'/foo  *  test  resolve  path(p)  foo  chrooted  to  assert  equals  test  resolve  path  create  file  /  resolve  path  assert  get  default  file  system  file  context  test  helper  fc',Non_Flakey
'case  4:  success  case   where  only  one  instance  is  configured   but  expression  has  a  \" \"  test  basic  submit  with  multiple  instances  output  event  reader  conf  get  status  app  path  no  child  element  is  expected  at  this  point  get  job  sc  per  data-out  instance  not  expected  to  fail  here  get  error  code  assert  true  file://  get  test  case  dir  case  1:  failure  case  i.e.  multiple  data-out  instances  unit_  testing  get  path  job  coordinator.xml  set  e  coord-multiple-output-instance2.xml  coord-multiple-output-instance3.xml  get  message  assert  equals  call  oozie  client  fail  io  utils  contains  is  empty  get  test  user  coord-multiple-output-instance1.xml  copy  char  stream  coord-multiple-output-instance4.xml  get  resource  as  reader  case  3:  multiple  <instance>  tags  within  data-out  should  fail  coordinator  schema  validation  -  different  error  than  above  is  expected  expected  to  catch  errors  due  to  incorrectly  specified  output  data  set  instances  case  2:  data-out  instance  tag  is  empty.  check  works  for  whitespace  in  the  tag  too  writer  error  code  file',Flakey
'all  is  well  asserts  check  test  expression  check  pass',Non_Flakey
'init  -ve  test  coord  el  functions  set  variable  +ve  test  assert  equals  oozie.dataname.  abcd  data-in  coord-job-submit-data  fail  eval  eval  and  wrap  ${coord:data  in  partition  max(\'  abc\'   \'mypartition\')}  test  data  in  partition  max  ph1  should  throw  exception  because  el  function  requires  2  parameters  expr  oozie.dataname.  abc  ${coord:data  in  partition  max(\'  abcd\')}',Flakey
'once  resumed   all  results  should  be  returned  immediately  conf  expire  the  cache  two  three  as  list  wait  for  group  counters  advance  timer  cache  groups  add  four  set  get  groups  delay  ms  five  grps  get  groups  3  should  get  queued  and  2  should  be  running  resume  now  run  again   this  time  throwing  exceptions  but  no  delay  common  configuration  keys  clear  black  list  one  g  test  background  refresh  counters  groups  refresh  fake  group  mapping  pause  set  int  set  long  my  groups  populate  the  cache  set  throw  exception  arrays  set  boolean',Non_Flakey
'get  id  assert  equals  test  coord  suspend  postive  get  status  execute  add  record  to  coord  job  table  call  coordinator  job  services  coord  job  get  cmd  assert  not  null  get  job  jpa  service',Flakey
'request  get  name  get  user  principal  test  filter  get  remote  addr  knox@  example.  com  simple  type  when  put  doas  actual  user  do  filter  proxyuser.knox.hosts  get  parameter  init  chain  then  return  proxyuser.knox.users  testuser  params  assert  that  servlet  request  get  remote  user  mockito  response  mock  config  is  equal  to  127.0.0.1  knox',Non_Flakey
'var-app-name  check  coord  jobs  </dataset>  </configuration>  include  path  conf  <action>  file:///tmp/include_xml/workflows/${  year}/${  day}  end=\"2009-02-03  t23:59  z\"  timezone=\"  utc\"  xmlns=\"uri:oozie:coordinator:0.2\">  <controls>  </input-events>  <app-path>hdfs:///tmp/workflows/</app-path>  dataset  elements  uri_  template_  include_  xml  </datasets>  <property>  <name>input  b</name>  <value>${coord:data  in(\'input  b\')}</value>  </property>  assert  not  null  file://  get  test  case  dir  unit_  testing  processed  job  xml  </include>  <dataset  name=\"  b\"  frequency=\"${coord:days(7)}\"  initial-instance=\"2009-02-01  t01:00  z\"  timezone=\"  utc\">  </uri-template>  get  child  parse  xml  unchecked  <execution>  lifo</execution>  data-in  uri_  template_  coord_  xml  oozie  client  job  id  get  children  contains  size  get  namespace  <workflow>  -  c  <input-events>  </workflow>  <include>  </coordinator-app>  </controls>  job  file  <data-in  name=\"input  b\"  dataset=\"  b\">  <instance>${coord:latest(0)}</instance>  </data-in>  <coordinator-app  name=\"${app  name}-foo\"  frequency=\"${coord:days(1)}\"  start=\"2009-02-01  t01:00  z\"  assert  false  app  path  substring  include1.xml  sc  write  to  file  app  xml  get  job  xml  uri-template  <dataset>  should  not  be  duplicate  </action>  assert  true  get  <uri-template>  should  not  contain  one  from  the  include  file  include  xml  coordinator.xml  set  xml  utils  <datasets>  app  name  length  test  duplicate  dataset  name  in  include  file  <uri-template>  assert  equals  <configuration>  file:///tmp/coord_xml/workflows/${  year}/${  day}  input-events  call  get  child  text  get  test  user  namespace  dataset',Flakey
'1  =  01  =  0001  in  4  bits.  \00  a  a  abc  mode  bits  .  xx.  xx..  xxxxx  assert  equals  append  bytes  0x93   0x5f  1  test  append  bytes  ...  x  encoder  bytes  anything  can  be  encoded  in  qr  code.  mode_8  bit_  byte.  to  string  ..  x.  x.  a  =  10  =  0xa  =  001010  in  6  bits  lower  letters  such  as  \'a\'  cannot  be  encoded  in  mode_  alphanumeric.  0x61   0x62   0x63  .  xx....  x  .  xx...  x.  .  xx...  xx  shift  jis  string',Non_Flakey
